agent_id,day,lon,lat,curr_status,energy,delta_energy,distance,final_status
Agent_02,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_02,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_03,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_03,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_04,1,-145.4750049,60.9750002,Alive,60,-10,286.7508621,Stopped
Agent_04,2,-134.6250046,57.72500039,Alive,50,-10,712.891065,Stopped
Agent_04,3,-125.8250043,49.1250009,Alive,40,-10,1119.235493,Stopped
Agent_04,4,-113.1750038,44.77500116,Alive,40,0,1074.511957,Stopped
Agent_04,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_04,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_05,1,-133.4750045,61.07500019,Alive,60,-10,534.411169,Stopped
Agent_05,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_05,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_06,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_06,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_07,1,-142.8750048,60.32500023,Alive,60,-10,320.1758921,Stopped
Agent_07,2,-131.2750045,55.67500051,Alive,68,8,856.047266,Stopped
Agent_07,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_07,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_08,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_08,1,-128.7750044,61.62500016,Alive,68,-2,737.3547797,Stopped
Agent_08,2,-117.025004,54.62500057,Alive,76,8,1038.217587,Stopped
Agent_08,3,-104.9250036,53.12500066,Alive,76,0,810.3775767,Stopped
Agent_08,4,-94.62500321,48.67500093,Alive,81,5,875.2146972,Stopped
Agent_08,5,-94.02500319,44.42500118,Alive,100,19,475.3280167,Stopped
Agent_08,6,-96.12500326,42.52500129,Alive,95,-5,271.1129482,Stopped
Agent_08,7,-88.325003,40.42500142,Alive,100,5,690.9674586,Stopped
Agent_08,8,-83.27500282,36.87500163,Alive,100,0,590.5035337,Stopped
Agent_08,9,-84.17500285,35.12500173,Alive,100,0,210.9949663,Stopped
Agent_08,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_08,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_08,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_08,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_08,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_09,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_09,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_10,1,-129.6250044,61.77500015,Alive,60,-10,689.4963611,Stopped
Agent_10,2,-120.5750041,52.67500069,Alive,55,-5,1148.050364,Stopped
Agent_10,3,-123.2750042,45.57500111,Alive,63,8,814.3202725,Stopped
Agent_10,4,-111.7750038,44.17500119,Alive,63,0,919.6448995,Stopped
Agent_10,5,-121.4250041,43.47500123,Alive,71,8,778.4661309,Stopped
Agent_10,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_10,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_11,1,-130.3250044,61.67500015,Alive,50,-20,658.4863777,Stopped
Agent_11,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_11,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_12,1,-130.2750044,59.47500028,Alive,60,-10,780.4117929,Stopped
Agent_12,2,-120.6750041,52.22500071,Alive,70,10,1003.522504,Stopped
Agent_12,3,-123.1750042,45.42500112,Alive,75,5,778.7041704,Stopped
Agent_12,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_12,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_13,1,-130.7750044,59.97500025,Alive,60,-10,724.9517366,Stopped
Agent_13,2,-138.8250047,59.82500026,Alive,50,-10,449.4470227,Stopped
Agent_13,3,-128.7750044,52.4250007,Alive,55,5,1030.830022,Stopped
Agent_13,4,-120.3250041,45.02500114,Alive,47,-8,1029.863604,Stopped
Agent_13,5,-122.7750042,43.77500122,Alive,67,20,239.4250018,Stopped
Agent_13,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_13,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_14,1,-129.1250044,60.9250002,Alive,70,0,750.1948838,Stopped
Agent_14,2,-120.5750041,52.57500069,Alive,60,-10,1064.017735,Stopped
Agent_14,3,-121.8750041,47.475001,Alive,80,20,575.2654039,Stopped
Agent_14,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_14,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_15,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_15,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_16,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_16,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_17,1,-139.9750047,60.72500021,Alive,60,-10,310.1619222,Stopped
Agent_17,2,-130.7750044,55.62500051,Alive,60,0,782.1974494,Stopped
Agent_17,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_17,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_18,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_18,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_19,1,-137.8750047,60.8750002,Alive,60,-10,360.9496142,Stopped
Agent_19,2,-130.2750044,55.67500051,Alive,55,-5,729.0985076,Stopped
Agent_19,3,-127.5250043,51.27500077,Alive,63,8,522.490827,Stopped
Agent_19,4,-121.8750041,43.07500126,Alive,68,5,1007.247118,Stopped
Agent_19,5,-123.8750042,42.77500128,Alive,88,20,166.4074523,Stopped
Agent_19,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_19,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_20,1,-151.8750052,58.32500035,Alive,60,-10,735.7826728,Stopped
Agent_20,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_20,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_21,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_21,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_22,1,-131.2750045,61.07500019,Alive,60,-10,638.6444433,Stopped
Agent_22,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_22,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_23,1,-137.2250047,62.92500008,Alive,50,-20,277.7083348,Stopped
Agent_23,2,-130.0250044,56.27500047,Alive,42,-8,842.9417769,Stopped
Agent_23,3,-127.0750043,51.47500076,Alive,44,2,568.1934181,Stopped
Agent_23,4,-117.275004,46.92500103,Alive,42,-2,873.2867448,Stopped
Agent_23,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_23,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_24,1,-155.2750053,60.32500023,Alive,60,-10,733.9354147,Stopped
Agent_24,2,-152.5250052,60.12500025,Alive,50,-10,153.6320121,Stopped
Agent_24,3,-156.4250053,58.72500033,Alive,40,-10,270.2209095,Stopped
Agent_24,4,-164.2250056,54.77500056,Alive,30,-10,647.3303556,Stopped
Agent_24,5,-165.5250056,54.27500059,Alive,20,-10,100.7522347,Stopped
Agent_24,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_24,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_25,1,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,2,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_25,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_26,1,-153.4250052,58.77500033,Alive,62,-8,758.5483921,Stopped
Agent_26,2,-156.8750053,57.77500039,Alive,52,-10,230.56064,Stopped
Agent_26,3,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_26,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_27,1,-129.5250044,61.67500015,Alive,70,0,698.1720702,Stopped
Agent_27,2,-117.325004,54.62500057,Alive,75,5,1059.453029,Stopped
Agent_27,3,-122.3750042,48.42500094,Alive,83,8,773.2711618,Stopped
Agent_27,4,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,5,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,6,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,7,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,8,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,9,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,10,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,11,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,12,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,13,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_27,14,NA,NA,Stopped,NA,NA,NA,Stopped
Agent_28,0,-142.7,63.2,Alive,70,NA,NA,Stopped
Agent_28,1,-149.0750051,60.07500025,Alive,60,-10,484.0036866,Stopped
